CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,NPOPCHG_2010,NPOPCHG_2011,NATURALINC2010,NATURALINC2011,BIRTHS2010,BIRTHS2011,DEATHS2010,DEATHS2011,NETMIG2010,NETMIG2011,INTERNATIONALMIG2010,INTERNATIONALMIG2011,DOMESTICMIG2010,DOMESTICMIG2011,RESIDUAL2010,RESIDUAL2011
148,49340,,,"Worcester, MA",Metropolitan Statistical Area,798552,798552,799300,801227,748,1927,732,2569,2293,9069,1561,6500,34,-625,414,1769,-380,-2394,-18,-17
148,49340,,25027,"Worcester County, MA",County or equivalent,798552,798552,799300,801227,748,1927,732,2569,2293,9069,1561,6500,34,-625,414,1769,-380,-2394,-18,-17
154,,,,"Brownsville-Harlingen-Raymondville, TX",Combined Statistical Area,428354,428354,430102,436218,1748,6116,1350,5806,1979,8276,629,2470,402,319,261,1198,141,-879,-4,-9
154,15180,,,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,406220,406220,407928,414123,1708,6195,1300,5628,1897,7924,597,2296,411,579,260,1192,151,-613,-3,-12
154,15180,,48061,"Cameron County, TX",County or equivalent,406220,406220,407928,414123,1708,6195,1300,5628,1897,7924,597,2296,411,579,260,1192,151,-613,-3,-12
154,39700,,,"Raymondville, TX",Micropolitan Statistical Area,22134,22134,22174,22095,40,-79,50,178,82,352,32,174,-9,-260,1,6,-10,-266,-1,3
154,39700,,48489,"Willacy County, TX",County or equivalent,22134,22134,22174,22095,40,-79,50,178,82,352,32,174,-9,-260,1,6,-10,-266,-1,3
160,,,,"Buffalo-Niagara-Cattaraugus, NY",Combined Statistical Area,1215826,1215826,1215543,1213871,-283,-1672,214,320,3249,12820,3035,12500,-447,-1935,269,1216,-716,-3151,-50,-57
160,15380,,,"Buffalo-Niagara Falls, NY",Metropolitan Statistical Area,1135509,1135509,1135293,1134039,-216,-1254,172,176,3008,11868,2836,11692,-341,-1373,266,1185,-607,-2558,-47,-57
160,15380,,36029,"Erie County, NY",County or equivalent,919040,919040,918751,918028,-289,-723,162,218,2436,9625,2274,9407,-414,-891,231,1101,-645,-1992,-37,-50
160,15380,,36063,"Niagara County, NY",County or equivalent,216469,216469,216542,216011,73,-531,10,-42,572,2243,562,2285,73,-482,35,84,38,-566,-10,-7
160,36460,,,"Olean, NY",Micropolitan Statistical Area,80317,80317,80250,79832,-67,-418,42,144,241,952,199,808,-106,-562,3,31,-109,-593,-3,0
160,36460,,36009,"Cattaraugus County, NY",County or equivalent,80317,80317,80250,79832,-67,-418,42,144,241,952,199,808,-106,-562,3,31,-109,-593,-3,0
164,,,,"Cape Girardeau-Sikeston-Jackson, MO-IL",Combined Statistical Area,135466,135462,135660,136160,198,500,75,388,413,1712,338,1324,124,108,10,50,114,58,-1,4
164,16020,,,"Cape Girardeau-Jackson, MO-IL",Metropolitan Statistical Area,96275,96275,96442,97024,167,582,65,264,283,1160,218,896,101,315,9,42,92,273,1,3
164,16020,,17003,"Alexander County, IL",County or equivalent,8238,8238,8228,8036,-10,-192,17,2,26,110,9,108,-27,-196,1,4,-28,-200,0,2
164,16020,,29017,"Bollinger County, MO",County or equivalent,12363,12363,12341,12356,-22,15,-9,-5,32,135,41,140,-13,21,0,0,-13,21,0,-1
164,16020,,29031,"Cape Girardeau County, MO",County or equivalent,75674,75674,75873,76632,199,759,57,267,225,915,168,648,141,490,8,38,133,452,1,2
164,43460,,,"Sikeston, MO",Micropolitan Statistical Area,39191,39187,39218,39136,31,-82,10,124,130,552,120,428,23,-207,1,8,22,-215,-2,1
164,43460,,29201,"Scott County, MO",County or equivalent,39191,39187,39218,39136,31,-82,10,124,130,552,120,428,23,-207,1,8,22,-215,-2,1
166,,,,"Carbondale-Marion-Herrin, IL",Combined Statistical Area,126575,126580,126752,126987,172,235,67,257,353,1419,286,1162,107,-23,47,180,60,-203,-2,1
166,16060,,,"Carbondale, IL",Micropolitan Statistical Area,60218,60218,60355,60365,137,10,69,276,171,684,102,408,68,-268,44,162,24,-430,0,2
166,16060,,17077,"Jackson County, IL",County or equivalent,60218,60218,60355,60365,137,10,69,276,171,684,102,408,68,-268,44,162,24,-430,0,2
166,32060,,,"Marion-Herrin, IL",Micropolitan Statistical Area,66357,66362,66397,66622,35,225,-2,-19,182,735,184,754,39,245,3,18,36,227,-2,-1
166,32060,,17199,"Williamson County, IL",County or equivalent,66357,66362,66397,66622,35,225,-2,-19,182,735,184,754,39,245,3,18,36,227,-2,-1
172,,,,"Charlotte-Gastonia-Salisbury, NC-SC",Combined Statistical Area,2402623,2402623,2409154,2442564,6531,33410,3434,14089,7800,31976,4366,17887,3096,19221,1355,5129,1741,14092,1,100
172,10620,,,"Albemarle, NC",Micropolitan Statistical Area,60585,60585,60583,60626,-2,43,8,63,162,693,154,630,-8,-17,15,67,-23,-84,-2,-3
172,10620,,37167,"Stanly County, NC",County or equivalent,60585,60585,60583,60626,-2,43,8,63,162,693,154,630,-8,-17,15,67,-23,-84,-2,-3
172,16740,,,"Charlotte-Gastonia-Rock Hill, NC-SC",Metropolitan Statistical Area,1758038,1758038,1763969,1795472,5931,31503,3208,13038,6031,24619,2823,11581,2709,18359,1204,4581,1505,13778,14,106
172,16740,,37007,"Anson County, NC",County or equivalent,26948,26948,26914,26609,-34,-305,20,-3,64,269,44,272,-54,-305,0,0,-54,-305,0,3
172,16740,,37025,"Cabarrus County, NC",County or equivalent,178011,178011,178558,181468,547,2910,249,1034,576,2382,327,1348,299,1867,99,352,200,1515,-1,9
172,16740,,37071,"Gaston County, NC",County or equivalent,206086,206086,206196,207031,110,835,111,545,632,2597,521,2052,2,303,82,269,-80,34,-3,-13
172,16740,,37119,"Mecklenburg County, NC",County or equivalent,919628,919628,923141,944373,3513,21232,2157,8798,3408,13971,1251,5173,1354,12351,828,3312,526,9039,2,83
172,16740,,37179,"Union County, NC",County or equivalent,201292,201292,202201,205463,909,3262,357,1361,612,2456,255,1095,543,1892,106,361,437,1531,9,9
172,16740,,45091,"York County, SC",County or equivalent,226073,226073,226959,230528,886,3569,314,1303,739,2944,425,1641,565,2251,89,287,476,1964,7,15
172,16900,,,"Chester, SC",Micropolitan Statistical Area,33140,33140,33121,32916,-19,-205,12,31,101,416,89,385,-31,-237,5,27,-36,-264,0,1
172,16900,,45023,"Chester County, SC",County or equivalent,33140,33140,33121,32916,-19,-205,12,31,101,416,89,385,-31,-237,5,27,-36,-264,0,1
172,29580,,,"Lancaster, SC",Micropolitan Statistical Area,76652,76652,76962,77908,310,946,44,191,224,900,180,709,270,762,20,80,250,682,-4,-7
172,29580,,45057,"Lancaster County, SC",County or equivalent,76652,76652,76962,77908,310,946,44,191,224,900,180,709,270,762,20,80,250,682,-4,-7
172,30740,,,"Lincolnton, NC",Micropolitan Statistical Area,78265,78265,78390,78932,125,542,17,125,189,817,172,692,109,418,23,93,86,325,-1,-1
172,30740,,37109,"Lincoln County, NC",County or equivalent,78265,78265,78390,78932,125,542,17,125,189,817,172,692,109,418,23,93,86,325,-1,-1
172,41580,,,"Salisbury, NC",Micropolitan Statistical Area,138428,138428,138344,138019,-84,-325,18,146,370,1574,352,1428,-101,-474,39,125,-140,-599,-1,3
172,41580,,37159,"Rowan County, NC",County or equivalent,138428,138428,138344,138019,-84,-325,18,146,370,1574,352,1428,-101,-474,39,125,-140,-599,-1,3
172,43140,,,"Shelby, NC",Micropolitan Statistical Area,98078,98078,98019,97489,-59,-530,12,12,280,1134,268,1122,-69,-546,4,18,-73,-564,-2,4
172,43140,,37045,"Cleveland County, NC",County or equivalent,98078,98078,98019,97489,-59,-530,12,12,280,1134,268,1122,-69,-546,4,18,-73,-564,-2,4
172,44380,,,"Statesville-Mooresville, NC",Micropolitan Statistical Area,159437,159437,159766,161202,329,1436,115,483,443,1823,328,1340,217,956,45,138,172,818,-3,-3
172,44380,,37097,"Iredell County, NC",County or equivalent,159437,159437,159766,161202,329,1436,115,483,443,1823,328,1340,217,956,45,138,172,818,-3,-3
174,,,,"Chattanooga-Cleveland-Athens, TN-GA",Combined Statistical Area,696197,696197,697419,702714,1222,5295,312,1383,2019,8147,1707,6764,917,3908,143,459,774,3449,-7,4
174,11940,,,"Athens, TN",Micropolitan Statistical Area,52266,52266,52234,52508,-32,274,-18,-43,136,554,154,597,-11,319,12,39,-23,280,-3,-2
174,11940,,47107,"McMinn County, TN",County or equivalent,52266,52266,52234,52508,-32,274,-18,-43,136,554,154,597,-11,319,12,39,-23,280,-3,-2
174,16860,,,"Chattanooga, TN-GA",Metropolitan Statistical Area,528143,528143,529222,533372,1079,4150,287,1186,1556,6264,1269,5078,794,2956,105,303,689,2653,-2,8
174,16860,,13047,"Catoosa County, GA",County or equivalent,63942,63942,64000,64530,58,530,37,212,173,739,136,527,22,317,9,28,13,289,-1,1
174,16860,,13083,"Dade County, GA",County or equivalent,16633,16633,16615,16570,-18,-45,-5,-13,33,152,38,165,-13,-31,0,3,-13,-34,0,-1
174,16860,,13295,"Walker County, GA",County or equivalent,68756,68756,68883,68848,127,-35,-5,-4,174,712,179,716,133,-27,3,14,130,-41,-1,-4
174,16860,,47065,"Hamilton County, TN",County or equivalent,336463,336463,337307,340855,844,3548,245,966,1051,4174,806,3208,597,2567,91,249,506,2318,2,15
174,16860,,47115,"Marion County, TN",County or equivalent,28237,28237,28290,28223,53,-67,11,27,86,337,75,310,43,-93,0,2,43,-95,-1,-1
174,16860,,47153,"Sequatchie County, TN",County or equivalent,14112,14112,14127,14346,15,219,4,-2,39,150,35,152,12,223,2,7,10,216,-1,-2
174,17420,,,"Cleveland, TN",Metropolitan Statistical Area,115788,115788,115963,116834,175,871,43,240,327,1329,284,1089,134,633,26,117,108,516,-2,-2
174,17420,,47011,"Bradley County, TN",County or equivalent,98963,98963,99131,100055,168,924,59,277,284,1156,225,879,111,646,24,109,87,537,-2,1
174,17420,,47139,"Polk County, TN",County or equivalent,16825,16825,16832,16779,7,-53,-16,-37,43,173,59,210,23,-13,2,8,21,-21,0,-3
176,,,,"Chicago-Naperville-Michigan City, IL-IN-WI",Combined Statistical Area,9686021,9686021,9697574,9729825,11553,32251,16328,62078,33097,130875,16769,68797,-4822,-29997,6080,24571,-10902,-54568,47,170
176,16980,,,"Chicago-Joliet-Naperville, IL-IN-WI",Metropolitan Statistical Area,9461105,9461105,9472584,9504753,11479,32169,16148,61483,32384,128052,16236,66569,-4720,-29486,6046,24422,-10766,-53908,51,172
176,16980,16974,,"Chicago-Joliet-Naperville, IL",Metropolitan Division,7883147,7883147,7892945,7922566,9798,29621,14024,53386,27384,108307,13360,54921,-4274,-23895,5312,22340,-9586,-46235,48,130
176,16980,16974,17031,"Cook County, IL",County or equivalent,5194675,5194675,5199971,5217080,5296,17109,9093,34588,18693,73996,9600,39408,-3831,-17585,4083,17208,-7914,-34793,34,106
176,16980,16974,17037,"DeKalb County, IL",County or equivalent,105160,105160,105186,104743,26,-443,156,633,331,1303,175,670,-136,-1092,63,231,-199,-1323,6,16
176,16980,16974,17043,"DuPage County, IL",County or equivalent,916924,916924,917942,923222,1018,5280,1309,4913,2690,10583,1381,5670,-283,408,440,2425,-723,-2017,-8,-41
176,16980,16974,17063,"Grundy County, IL",County or equivalent,50063,50063,50127,50130,64,3,75,315,172,690,97,375,-11,-314,10,32,-21,-346,0,2
176,16980,16974,17089,"Kane County, IL",County or equivalent,515269,515269,516378,520271,1109,3893,1261,4718,1905,7556,644,2838,-162,-833,332,1135,-494,-1968,10,8
176,16980,16974,17093,"Kendall County, IL",County or equivalent,114736,114736,115239,116631,503,1392,335,1274,438,1713,103,439,163,122,23,86,140,36,5,-4
176,16980,16974,17111,"McHenry County, IL",County or equivalent,308760,308760,309229,308944,469,-285,497,1885,921,3607,424,1722,-29,-2193,141,313,-170,-2506,1,23
176,16980,16974,17197,"Will County, IL",County or equivalent,677560,677560,678873,681545,1313,2672,1298,5060,2234,8859,936,3799,15,-2408,220,910,-205,-3318,0,20
176,16980,23844,,"Gary, IN",Metropolitan Division,708070,708070,708464,708672,394,208,637,2369,2243,8837,1606,6468,-234,-2164,159,309,-393,-2473,-9,3
176,16980,23844,18073,"Jasper County, IN",County or equivalent,33478,33478,33528,33416,50,-112,29,81,98,392,69,311,22,-195,4,10,18,-205,-1,2
176,16980,23844,18089,"Lake County, IN",County or equivalent,496005,496005,496130,495558,125,-572,513,1934,1667,6553,1154,4619,-383,-2510,135,225,-518,-2735,-5,4
176,16980,23844,18111,"Newton County, IN",County or equivalent,14244,14244,14258,14161,14,-97,-10,-17,31,133,41,150,25,-80,1,4,24,-84,-1,0
176,16980,23844,18127,"Porter County, IN",County or equivalent,164343,164343,164548,165537,205,989,105,371,447,1759,342,1388,102,621,19,70,83,551,-2,-3
176,16980,29404,,"Lake County-Kenosha County, IL-WI",Metropolitan Division,869888,869888,871175,873515,1287,2340,1487,5728,2757,10908,1270,5180,-212,-3427,575,1773,-787,-5200,12,39
176,16980,29404,17097,"Lake County, IL",County or equivalent,703462,703462,704492,706222,1030,1730,1233,4791,2215,8782,982,3991,-218,-3103,529,1610,-747,-4713,15,42
176,16980,29404,55059,"Kenosha County, WI",County or equivalent,166426,166426,166683,167293,257,610,254,937,542,2126,288,1189,6,-324,46,163,-40,-487,-3,-3
176,28100,,,"Kankakee-Bradley, IL",Metropolitan Statistical Area,113449,113449,113511,113698,62,187,114,405,374,1493,260,1088,-50,-216,22,89,-72,-305,-2,-2
176,28100,,17091,"Kankakee County, IL",County or equivalent,113449,113449,113511,113698,62,187,114,405,374,1493,260,1088,-50,-216,22,89,-72,-305,-2,-2
176,33140,,,"Michigan City-La Porte, IN",Metropolitan Statistical Area,111467,111467,111479,111374,12,-105,66,190,339,1330,273,1140,-52,-295,12,60,-64,-355,-2,0
176,33140,,18091,"LaPorte County, IN",County or equivalent,111467,111467,111479,111374,12,-105,66,190,339,1330,273,1140,-52,-295,12,60,-64,-355,-2,0
178,,,,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Combined Statistical Area,2172191,2172191,2174318,2179965,2127,5647,2808,10726,7324,29076,4516,18350,-678,-5072,624,2183,-1302,-7255,-3,-7
178,17140,,,"Cincinnati-Middletown, OH-KY-IN",Metropolitan Statistical Area,2130151,2130151,2132415,2138038,2264,5623,2784,10624,7193,28550,4409,17926,-515,-4997,619,2152,-1134,-7149,-5,-4
178,17140,,18029,"Dearborn County, IN",County or equivalent,50047,50047,50090,50113,43,23,43,166,138,556,95,390,2,-142,5,19,-3,-161,-2,-1
178,17140,,18047,"Franklin County, IN",County or equivalent,23087,23087,23074,23041,-13,-33,11,41,59,233,48,192,-25,-73,0,-2,-25,-71,1,-1
178,17140,,18115,"Ohio County, IN",County or equivalent,6128,6128,6111,6065,-17,-46,6,-17,14,57,8,74,-24,-29,0,0,-24,-29,1,0
178,17140,,21015,"Boone County, KY",County or equivalent,118811,118811,119314,121737,503,2423,226,951,429,1710,203,759,275,1463,79,275,196,1188,2,9
178,17140,,21023,"Bracken County, KY",County or equivalent,8488,8488,8506,8513,18,7,13,9,27,117,14,108,4,0,0,0,4,0,1,-2
178,17140,,21037,"Campbell County, KY",County or equivalent,90336,90336,90534,90940,198,406,107,407,308,1232,201,825,91,5,8,33,83,-28,0,-6
178,17140,,21077,"Gallatin County, KY",County or equivalent,8589,8589,8613,8612,24,-1,30,53,35,135,5,82,-6,-53,2,7,-8,-60,0,-1
178,17140,,21081,"Grant County, KY",County or equivalent,24662,24662,24689,24816,27,127,33,147,91,365,58,218,-6,-18,1,7,-7,-25,0,-2
178,17140,,21117,"Kenton County, KY",County or equivalent,159720,159721,159897,160406,176,509,297,1159,623,2463,326,1304,-119,-648,41,131,-160,-779,-2,-2
178,17140,,21191,"Pendleton County, KY",County or equivalent,14877,14876,14912,14698,36,-214,11,47,49,204,38,157,26,-264,0,0,26,-264,-1,3
178,17140,,39015,"Brown County, OH",County or equivalent,44846,44846,44856,44687,10,-169,15,80,131,527,116,447,-3,-248,0,0,-3,-248,-2,-1
178,17140,,39017,"Butler County, OH",County or equivalent,368130,368130,368832,369999,702,1167,487,1808,1208,4786,721,2978,221,-639,157,448,64,-1087,-6,-2
178,17140,,39025,"Clermont County, OH",County or equivalent,197363,197363,197768,199139,405,1371,251,1043,622,2494,371,1451,162,344,32,69,130,275,-8,-16
178,17140,,39061,"Hamilton County, OH",County or equivalent,802374,802374,801948,800362,-426,-1586,946,3574,2797,11081,1851,7507,-1381,-5188,223,966,-1604,-6154,9,28
178,17140,,39165,"Warren County, OH",County or equivalent,212693,212693,213271,214910,578,1639,308,1156,662,2590,354,1434,268,493,71,199,197,294,2,-10
178,48940,,,"Wilmington, OH",Micropolitan Statistical Area,42040,42040,41903,41927,-137,24,24,102,131,526,107,424,-163,-75,5,31,-168,-106,2,-3
178,48940,,39027,"Clinton County, OH",County or equivalent,42040,42040,41903,41927,-137,24,24,102,131,526,107,424,-163,-75,5,31,-168,-106,2,-3
180,,,,"Claremont-Lebanon, NH-VT",Combined Statistical Area,218466,218466,218443,218057,-23,-386,47,103,487,1913,440,1810,-57,-485,42,178,-99,-663,-13,-4
180,17200,,,"Claremont, NH",Micropolitan Statistical Area,43742,43742,43724,43462,-18,-262,10,29,109,407,99,378,-25,-292,1,13,-26,-305,-3,1
180,17200,,33019,"Sullivan County, NH",County or equivalent,43742,43742,43724,43462,-18,-262,10,29,109,407,99,378,-25,-292,1,13,-26,-305,-3,1
180,30100,,,"Lebanon, NH-VT",Micropolitan Statistical Area,174724,174724,174719,174595,-5,-124,37,74,378,1506,341,1432,-32,-193,41,165,-73,-358,-10,-5
180,30100,,33009,"Grafton County, NH",County or equivalent,89118,89118,89122,88923,4,-199,31,88,187,767,156,679,-22,-287,33,116,-55,-403,-5,0
180,30100,,50017,"Orange County, VT",County or equivalent,28936,28936,28954,29006,18,52,3,6,63,247,60,241,17,48,2,16,15,32,-2,-2
180,30100,,50027,"Windsor County, VT",County or equivalent,56670,56670,56643,56666,-27,23,3,-20,128,492,125,512,-27,46,6,33,-33,13,-3,-3
184,,,,"Cleveland-Akron-Elyria, OH",Combined Statistical Area,2881937,2881937,2879875,2871084,-2062,-8791,1336,4484,8185,32257,6849,27773,-3368,-13290,617,2362,-3985,-15652,-30,15
184,10420,,,"Akron, OH",Metropolitan Statistical Area,703200,703200,702868,701456,-332,-1412,310,1028,1945,7686,1635,6658,-631,-2433,127,414,-758,-2847,-11,-7
184,10420,,39133,"Portage County, OH",County or equivalent,161419,161419,161381,161624,-38,243,65,237,385,1514,320,1277,-101,14,26,117,-127,-103,-2,-8
184,10420,,39153,"Summit County, OH",County or equivalent,541781,541781,541487,539832,-294,-1655,245,791,1560,6172,1315,5381,-530,-2447,101,297,-631,-2744,-9,1
184,11780,,,"Ashtabula, OH",Micropolitan Statistical Area,101497,101497,101467,101345,-30,-122,34,112,303,1200,269,1088,-61,-232,13,52,-74,-284,-3,-2
184,11780,,39007,"Ashtabula County, OH",County or equivalent,101497,101497,101467,101345,-30,-122,34,112,303,1200,269,1088,-61,-232,13,52,-74,-284,-3,-2
184,17460,,,"Cleveland-Elyria-Mentor, OH",Metropolitan Statistical Area,2077240,2077240,2075540,2068283,-1700,-7257,992,3344,5937,23371,4945,20027,-2676,-10625,477,1896,-3153,-12521,-16,24
184,17460,,39035,"Cuyahoga County, OH",County or equivalent,1280122,1280122,1278000,1270294,-2122,-7706,573,1862,3823,15077,3250,13215,-2703,-9624,331,1639,-3034,-11263,8,56
184,17460,,39055,"Geauga County, OH",County or equivalent,93389,93389,93379,93228,-10,-151,42,162,221,867,179,705,-50,-313,5,34,-55,-347,-2,0
184,17460,,39085,"Lake County, OH",County or equivalent,230041,230041,230054,229885,13,-169,29,42,590,2301,561,2259,-7,-200,66,107,-73,-307,-9,-11
184,17460,,39093,"Lorain County, OH",County or equivalent,301356,301356,301526,301614,170,88,205,725,847,3333,642,2608,-24,-626,46,50,-70,-676,-11,-11
184,17460,,39103,"Medina County, OH",County or equivalent,172332,172332,172581,173262,249,681,143,553,456,1793,313,1240,108,138,29,66,79,72,-2,-10
188,,,,"Clovis-Portales, NM",Combined Statistical Area,68222,68222,68998,70095,776,1097,187,650,299,1179,112,529,574,446,56,110,518,336,15,1
188,17580,,,"Clovis, NM",Micropolitan Statistical Area,48376,48376,48960,49649,584,689,143,515,221,873,78,358,430,175,49,81,381,94,11,-1
188,17580,,35009,"Curry County, NM",County or equivalent,48376,48376,48960,49649,584,689,143,515,221,873,78,358,430,175,49,81,381,94,11,-1
188,38780,,,"Portales, NM",Micropolitan Statistical Area,19846,19846,20038,20446,192,408,44,135,78,306,34,171,144,271,7,29,137,242,4,2
188,38780,,35041,"Roosevelt County, NM",County or equivalent,19846,19846,20038,20446,192,408,44,135,78,306,34,171,144,271,7,29,137,242,4,2
192,,,,"Columbia-Newberry, SC",Combined Statistical Area,805106,805112,807535,814837,2423,7302,1035,3890,2578,10287,1543,6397,1375,3413,477,1186,898,2227,13,-1
192,17900,,,"Columbia, SC",Metropolitan Statistical Area,767598,767604,769947,777116,2343,7169,1007,3787,2451,9771,1444,5984,1321,3381,452,1098,869,2283,15,1
192,17900,,45017,"Calhoun County, SC",County or equivalent,15175,15181,15141,15145,-40,4,22,-21,40,152,18,173,-63,25,0,-1,-63,26,1,0
192,17900,,45039,"Fairfield County, SC",County or equivalent,23956,23956,23878,23571,-78,-307,-4,-45,57,239,61,284,-74,-265,2,4,-76,-269,0,3
192,17900,,45055,"Kershaw County, SC",County or equivalent,61697,61697,61859,62273,162,414,29,114,190,754,161,640,133,300,17,59,116,241,0,0
192,17900,,45063,"Lexington County, SC",County or equivalent,262391,262394,263460,267129,1066,3669,367,1439,869,3445,502,2006,691,2221,123,367,568,1854,8,9
192,17900,,45079,"Richland County, SC",County or equivalent,384504,384501,385683,389116,1182,3433,560,2219,1234,4917,674,2698,616,1226,297,623,319,603,6,-12
192,17900,,45081,"Saluda County, SC",County or equivalent,19875,19875,19926,19882,51,-44,33,81,61,264,28,183,18,-126,13,46,5,-172,0,1
192,35140,,,"Newberry, SC",Micropolitan Statistical Area,37508,37508,37588,37721,80,133,28,103,127,516,99,413,54,32,25,88,29,-56,-2,-2
192,35140,,45071,"Newberry County, SC",County or equivalent,37508,37508,37588,37721,80,133,28,103,127,516,99,413,54,32,25,88,29,-56,-2,-2
194,,,,"Columbus-Auburn-Opelika, GA-AL",Combined Statistical Area,456564,456564,457958,466089,1394,8131,644,2235,1573,6056,929,3821,730,5816,301,500,429,5316,20,80
194,12220,,,"Auburn-Opelika, AL",Metropolitan Statistical Area,140247,140247,140784,143468,537,2684,205,696,418,1536,213,840,325,1966,73,269,252,1697,7,22
194,12220,,1081,"Lee County, AL",County or equivalent,140247,140247,140784,143468,537,2684,205,696,418,1536,213,840,325,1966,73,269,252,1697,7,22
194,17980,,,"Columbus, GA-AL",Metropolitan Statistical Area,294865,294865,295639,301439,774,5800,449,1587,1099,4285,650,2698,314,4158,227,225,87,3933,11,55
194,17980,,1113,"Russell County, AL",County or equivalent,52947,52947,53207,54572,260,1365,46,-164,192,411,146,575,209,1506,8,14,201,1492,5,23
194,17980,,13053,"Chattahoochee County, GA",County or equivalent,11267,11267,11138,11749,-129,611,50,120,50,148,0,28,-186,485,76,28,-262,457,7,6
194,17980,,13145,"Harris County, GA",County or equivalent,32024,32024,32161,32265,137,104,17,29,75,297,58,268,118,75,5,10,113,65,2,0
194,17980,,13197,"Marion County, GA",County or equivalent,8742,8742,8762,8746,20,-16,13,27,20,109,7,82,7,-44,4,17,3,-61,0,1
194,17980,,13215,"Muscogee County, GA",County or equivalent,189885,189885,190371,194107,486,3736,323,1575,762,3320,439,1745,166,2136,134,156,32,1980,-3,25
194,46260,,,"Tuskegee, AL",Micropolitan Statistical Area,21452,21452,21535,21182,83,-353,-10,-48,56,235,66,283,91,-308,1,6,90,-314,2,3
